content,category,validated_by,score,thumbsUpCount,country
"Normally this app is fine, but this week it started freezing up for several seconds at a time and, even more annoyingly, popping up error messages ""Amazon Shopping isn't responding"" every two seconds that continue popping up *even after I have closed the app*! It gives the option of ""close app"" or ""wait,"" but it only stops with the pop-ups if I click ""close app."" I sometimes have had the Amazon website open on my phone in Google or Chrome at the same time—I don't know if that's related?",user-experience,Ugochukz,2,87,us
Brilliant job well,user-experience,Adam,4,0,us
"I'm throwing a camping/bushcraft kit together and it's been amazing us9ng Amazon to get it done. We'll worth the cost of prime to get everything I order delivered the next day or the day after. next to no wait at all compared to ANYONE else. if you can get the product you're looking for on Amazon, it's the best choice you have.",shipping,Solomon,5,2,us
مقاطعة الى يوم الدين يا ق.تلة الاطفال,user-experience,Lailat,1,0,us
"The app is okay, but the delivery time and drivers suck. The delivery are always late and they say it been delivered but it hasn't. They need to work on that big time. It's worth ordering from Amazon anymore. I'm installing this app and canceling my amazon Prime. Amazon got to get it together.",shipping,Ugochukz,2,1,us
"App used to work fine -- what happened, Amazon?? Now, it constantly freezes and has to be closed and then reopened. Also directs your customers to the same Chinese products over and over. Hey Amazon, whatever vendor you outsourced your ""Application"" maintenance and updates to is costing you customers! I am coming close to uninstalling this app and canceling my Prime account (for reasons similar to what other reviewers have stated). I find I am starting to shop other retailers more often.",user-experience,Ugochukz,2,3,us
"I have a mobility disability, so I hate store shopping. Amazon is my main go-to for things that I need... or just want. My family knows that any time there is a gift, Amazon gift cards are a sure bet to be liked. Returns couldn't be any simpler, and any products that have issues are easy to get replaced. HOWEVER, I MISS 2 DAY SHIPPING!",shipping,Solomon,5,0,us
Freezes a lot,user-experience,Lailat,3,29,us
the filters and sort feature are useless. you can set a price range or 4+ stars but you're still going to get many options outside of what you're actually looking for. putting things in order of price also does not mean the lowest/highest will be first or that they will even be in ascending/descending order. you have to see what Amazon wants you to see in the order they choose.,user-experience,Ugochukz,3,40,us
love it,user-experience,Lailat,4,0,us
"I see I'm not the only person frustrated at the sudden inability to add things to a specific list. You can hit the little heart icon, and it goes to your default list, but then you have to go through the multi-step process of moving it to another list. This is tedious and irritating, and a definite step backward. I also hate the new Google Play policy for digital content. Other than those two backwards changes, I still love the Amazon app and not having to spend time physically shopping.",user-experience,Solomon,4,215,us
"Annoying ""updates"" this app is genreally easy to use, but the most recent updates with changing how you can view and track your orders is a dumpster fire..it's a pain in the butt, it never updates and you can't view where your order is with Amazon drivers, you can't really view anything without having to click through several layers of ""orders"" and the list view is obnoxious as well...don't break what was good and easy before...",user-experience,Ugochukz,2,21,us
"For such a massive company, this is one glitchy app. Now the app has started freezing. App won't scroll down when scrolling through my wishlist. Sometimes I can't save an item or add it to my cart. I'm trying to spend money, but the app acts like it doesn't want me to spend money. Maybe it's trying to tell me that I spend too much time shopping on this app! True! Aside from those inconveniences, this is my favorite shopping app because it has just about anything I can think of at a better deal.",user-experience,Adam,3,115,uk
"Error screens constantly, what an absolute travesty on an app. How does a company this large not have an app that works even mildly well.",user-experience,Solomon,1,0,us
amazon is so convenient and they have almost everything I need. I do feel like having the actual app is so much safer and easier than going threw the online tab every time because I always forget my passwords and my cart always resets. but with the app you don't jave to worry about any of that. and I also think it prevent people from hacking your account 😁,privacy,Solomon,5,2,us
Never get my order on time I am thinking about finding a different site,shipping,Lailat,2,0,us
"I love & use Amazon for so many things, like getting my energy drinks sent to my house. But the app freezes like crazy. If I'm looking at a product w multiple variations it'll freeze up entirely as I click to see the options. Or it'll make the item pic sorta hazy so I can't see the color properly. Or I can't scroll thru the pics to see multiple angles. Sometimes just the item pic freezes, but I can still click the bottom icons. And then it'll just spin trying to load a screen. Needs fixing.",user-experience,Ugochukz,3,100,us
"The good: Thank you for the ""deselect"" checkbox in our cart! Outstanding idea! The bad: y'all made finding where & printing a return label unnecessarily complicated. Just got a little TINY blue hyperlink in the midst of a lot of unnecessary verbage after you select your return method.",user-experience,Adam,4,261,uk
I love shopping online with Amazon.,user-experience,Adam,4,0,us
"I don't know what I would do without Amazon! It is my go to place to purchase items that I either can't find in stores or don't want to waste time doing so. For the most part their orders come fast, on time, and as advertised. If there is a delay or discrepancy, their customer service support is amazing! This app allows me to access everything I need in one little click. Never had any bugs and it runs much faster than the site. Overall, I can say Amazon at least got this right! lol",user-experience,Solomon,4,99,us
Please make the return code visible without having to scroll down to it.,user-experience,Lailat,4,4,us
Good for shopping but the shipping is really long,shipping,Adam,4,0,us
"Update: 2/18/24 Now they've done something to the shipping. Even when your order is over $35 it tells me to add more money and when I do, it still says i+add more, and when you go to Checkout, it still wants to charge you 6.99 shipping. I'm going elsewhere until this issue is fixed. They don't allow true and honest reviews for customers looking at their products. They review it and decline it if it's negative. So that makes it hard to believe anything anyone says on their products.",shipping,Ugochukz,2,172,us
new problem with the app: in-store code is missing. the clerk could not figure it out. I like Amazon's handling of shipping. the tip for groceries is not optional I noticed. They let you fill your cart but during checkout there are many options. The shipping and availability changes consistent with availability. As well I find that the app does create ads on my mobile in other apps as well as social media. Subscribe and save might cancel every scheduled delivery but I still saves $$,user-experience,Solomon,4,48,us
The Amazon reviews provide all kinds of details that help me make wise purchasing decisions. They save me from wrong purchases. They help me identify special qualities or features of products that make the difference in my buying choices.,user-experience,Solomon,5,1,us
"Uninstalled their app, and I'm not dealing with them anymore, for having an active contract with the IDF. Boycott!",privacy,Solomon,1,0,us
"Normally I don't have many issues with the app other than it loading very slowly with poor phone signal, It has been spamming me with ads in my notifications for Black Friday. I've now entirely turned off its product notifications as a result. I've been infuriated with just how spam all the advertising is and it reflects poorly on me wanting to keep the app at all.",user-experience,Ugochukz,2,12,us
"The search bar at the bottom of the app is DISGUSTING. It is not intuitive nor functional. For those with disabilities, it is doubly hard to use. Eyes IMMEDIATELY go to the top of the app when opening, so moving the search bar to the BOTTOM is the fastest way to lose customers. It's disorganized and disorienting. Will change review if search bar is replaced at top.",user-experience,Ugochukz,3,212,us
"The app works well unfortunately on my Android, I can't see my order history past my 10-14 most recent purchases of any given year. I choose the year I want to see in my filters, but after the first few most recently ordered items, in place of the remaining orders, I get row upon row of a search bar saying ""Search all orders""? It is very frustrating to have to go to a browser to search and then come back to the app to re-purchase. Could someone please repair this feature.",user-experience,Solomon,3,23,us
You can't review products until you spend a certain amount using a debit or credit card plus meet other guidelines. I ordered something that was packaged poorly and came crushed and they didn't want to hear about it. It isn't friendly to people who keep there credit or debit cards locked when not in use as they don't charge when purchased. It's getting more difficult to use the apps then in the past. Wish they kept up with the times,customer-service,Ugochukz,3,40,us
"I've always wondered, no matter what time of the day or what phone I use, iPhone or android, this app is quite slow or doesn't open at all 30% of the time. I don't know if this only happens to me, but it has always bothered me for the past year or so without any change to service provider.",user-experience,Lailat,4,0,us
yTheyenteredree,user-experience,Lailat,2,0,us
"Would give this app a 4 or 5 star as use it all the time, apart from amazon sign in system, where you have too change your password every time you sign into the app, online it's perfect, signs in every time, but for some reason, I can't seem too sign into the my other account, as apparently I forgot my password. ( when I didn't) as works online. I understand that amazon consider this as a safety feature, but it's not a safety if it doesn't work properly. But if it wasn't for this issue, 4 or 5*",security,Adam,3,0,uk
Cannot install it,user-experience,Solomon,1,0,us
Annoying how some countries does not have English language. I'm an expat and move from one country to another and this is a problem.,user-experience,Lailat,2,0,us
I love the app but I can't stand how it charges you. Returns the money. Then pulls the money again to ship it. It's a pain. I wish it just took it out and only returned it if it didn't get shipped to me. That's my biggest pet peeve on this app.,shipping,Adam,4,0,uk
"I love the app and love Amazon... but lately, the app keeps freezing, being very slow, and not acting well lately. It is not about updating the app (because it's already updated), so I'm not sure. When it starts acting like it did about a month or so ago, I'll give it 5 stars 🌟",user-experience,Adam,4,1,uk
"Updated to 4 star. Except some delivery restrictions from amazon in Ireland (no grocery, no power banks, lithium batteries...) , this app itself has good user interface and easy access to actually live customer service chat.",shipping,Adam,4,13,uk
"I love this app. It's much easier than the desktop version. It look different on my partner's note than my s9 but it runs perfectly fine and fast. It definitely make shopping easier. The image search is okay since it doesn't find what I want in the picture, but I can find my past purchase pretty easy. I also like the refund straight to my account super fast and easy. Overall, this Amazon app is incredible.",user-experience,Solomon,4,41,us
Sorting and filtering options suck. App won't let you filter more than one options without getting confused App won't let you sort by price and filter a category Basic functions that should be fixed. Im only writing this review because it's a constant problem,user-experience,Solomon,3,2,us
"Having amazon prime was amazing and the app made thing super easy and simple. But the problem i had, and it came out of nowhere, was that one day i logged on to buy a blanket. When i loggoed on, it asked for a two step verification code, which i had never done before. And on top of that, it was sending the code to a phone number i haven't used in 7+ years. I tried to call the help line but with corona running rampant, there is no one to answer calls.",security,Ugochukz,3,1,us
Bad app. Keep crashing. Bad interface. Different to use it,user-experience,Lailat,1,0,us
The screen layout seems off. Some pages require side scrolling to see content.,user-experience,Lailat,2,0,us
"Currently the app is not allowing me to view my Baby registry list. All other lists are fine. But with the baby registry I keep getting ""sorry, something went wrong"". Most recent updates are installed, phone has been restarted.",user-experience,Solomon,5,0,us
Excellent,user-experience,Adam,5,0,us
"Amazon offers a remarkable shopping experience. The prices are reasonable, and the delivery is prompt and convenient, right to your doorstep. In my extensive years of online shopping with Amazon, I have encountered only one issue, which was promptly resolved by their efficient customer service. The platform is user-friendly and provides a seamless shopping experience.",user-experience,Solomon,5,30,us
"great prices, if u keep scrolling, and quick delivery",shipping,Adam,5,0,us
Amazon is a great service.to have. The only drawback for me is the filters for searching for your items. When using and android amd searching for an item you can typically choose 2 subcategories sometimes only 1. Sometimes I dint even get an option of category for the item I want and it shows me a bunch of random things. It just needs to be set up better.,user-experience,Solomon,4,12,us
Why is everyone complaining? This app is great my dad is getting me some thing on Amazon the thing I like best about Amazon is you aren't forced to give them your phone number or email account they have great stuff to better things then Walmart better clothes and not so expensive I really recommend you install this app they have lots of good stuff on here please install try it out,privacy,Solomon,5,0,us
What's the good in a tracking system if when it gets from shipped to our for delivery it says my shtik should arrive 4 days later than expected.,shipping,Lailat,2,0,us
"Moving the search bar to the bottom with no setting to move it back to where it was is dumb. UI should be flexible for what user wants. Less intuitive. Search bar now hinders scrolling from bottom up. Screams of MBAs pressing UI decisions that ""maximize sales"" due to some false perception of ease of use. Let the user pick what they like. Stupid.",user-experience,Adam,4,1,uk
. I don't like the echo button. There seems to be less items offered in the app than on the website. Please bring back the red heart for the list items.,user-experience,Adam,4,0,uk
One thing that is irritating is the delay in delivery or arriving tomorrow... I don't understand how my delivery gets turned away in the mid am shift,shipping,Lailat,3,0,us
The screen keeps freezing while I'm scrolling. Very annoying. The recommendations page is terrible. You can't clear stuff you're not interested in and then my recommendations become full of stuff I'm not interested in with no way to fix it. It didn't use to do this. I'm not happy with Amazon as a whole right now. I do a lot of shopping with Amazon and I pay for Prime. It's disappointing that everything seems to be moving away from a personal experience.,user-experience,Ugochukz,2,77,us
Was just made aware by a driver I had the wrong address on my packages. Wasn't even aware because multiple orders still got delivered with no problem. When I selected billing address as the same as my shipping address the app should of picked up on the error. Props to the delivery guy that noticed & to the other ones who still delivered my packages as well.,shipping,Solomon,4,0,us
برنامج ابن متناكه,user-experience,Solomon,1,0,us
"Too many fake reviews, but would greatly appreciate a dark mode. May have some issues with some products' images being indistinguishable from the background, but I'll take that over burning my eyes and having a slightly reduced battery life. Besides, dark mode would make users want to stay on the app longer, making them more likely to make a purchase. Win win for all.",user-experience,Adam,4,58,uk
"Used to display upcoming orders in order of what is due to be delivered soon, so I could easily at a glance check if I need to check for packages today. Now it's sorted with most recently ordered - oldest, and I have to scroll a million years to check what's due to arrive today. When you switch apps without closing and come back, it goes back to home and forgets what you were looking at. There's no option to set orders as the default launch page. Walmart app is better designed ux",user-experience,Ugochukz,3,7,us
"So i havent gotten signed out multiple times, and have gotten back in. just recently got signed out and can't sign back in, i even made an order right before being logged out so thats unfortunate. but anyways, i got into another account of mine and put all my information in AND I GET LOCKED OUT AGAIN. so id suggest being careful when using this application.",security,Adam,1,0,uk
winter shopping is very convenient with home delivery. Why battle the elements?,shipping,Adam,4,0,us
Ease of process but shipments vary greatly,shipping,Lailat,3,0,us
Occupation supporter,user-experience,Solomon,1,0,us
can you add dark mode?,user-experience,Lailat,2,0,us
Well I pay their monthly fee but I can't seem to get my packages when they say I am. Supposed to get next day shipping but it seems shipping next c day doesn't exist. I get it three days later. False advertisement if u ask me.,shipping,Lailat,2,1,us
"everything, everyday, easy",user-experience,Adam,5,0,us
"App is getting slow, is not responding when adding items into the lists or removing items from the car, you need to restart the app multiple times until it responds. Is an awful experience. UPDATE: I have been trying to order an item for the last 2 days but I can't update my basket to remove couple of items i not longer need. I have ordered the item from Ebay. Prime starts to look like a waste of money.",user-experience,Ugochukz,1,150,us
"I love Amazon Prime!! I almost dropped them one day because i ordered something on accident from 3rd party and like 1 minute afterwards, I cancelled it but the seller sent an email out about an hour later saying my item has been shipped !!!! Before I could even contact Amazon, Amazon sent me an email with the cancellation and my money returned to my account. love the perks and the service",customer-service,Solomon,5,11,us
In the last 2 weeks I've had an order canceled and 2 delayed packages. Would not recommend buying PC parts on Amazon.,shipping,Lailat,2,0,us
"with prime in your own country a good deal, but abroad the shipping costs are way too high even within Europe. From Germany to the Netherlands for 12 euro is ridiculous.",shipping,Adam,3,0,uk
"Great when it's working. Every so often it will glitch and not let me scroll down, especially in personal lists I've made. That hasn't happened very often though. I miss the option to hold down on a picture/item and save it without having to go into the page with the full description. Sometimes you know what you want without needing to read over reviews and info but you still need to look around to double check things.",user-experience,Solomon,4,16,us
"I truly love my Amazon Prime account. I've used it to purchase items for my God Mother, and my mom. I can order their items and send it directly to them. If you are not an prime user, your really missing out on great bargains.",user-experience,Solomon,5,1,us
"Amazon used to be great, but as the years go by, customer service has become worse. Amazon has prioritized personal gain instead of customer satisfaction. If you haven't had issues with something sure great but when you do have issues, you can be assured they don't care for the guest, but just their personal gain. Then they have ""specialist"" that only contact you by emails and take days to answer,they dont have a phone line. To make it worse, every time is a new associate with the same questions",customer-service,Ugochukz,1,66,us
Better than other times.,user-experience,Lailat,4,0,us
I opened the app today and for some unknown reason it has changed from accessing Amazon Canada to Amazon UK and I can't figure out how to switch it back. Very weird! I had to reinstall the app to fix it.,user-experience,Ugochukz,3,0,us
"When comparison shopping, I move between apps. I may switch between the Amazon app, the Walmart app, and the Target app. But everytime I come back to the Amazon app, it refreshes the screen back to the home screen. Then I have to start all over. Lately, I just buy from Target or Walmart instead. Amazon loses the sale. The browsing history often doesn't list items I've recently viewed, so that's not even a reliable way to return to what I was looking at.",user-experience,Ugochukz,2,395,us
"Becareful when opting for Prime Membership. Yes you do get free delivery but if you expect same day, or 2 day delivery, it is not guaranteed. If you try to cancel the order or get a refund after your order ships, they will not allow it. It may not arrive when you need it and there's nothing they can do. If you want your item cancelled, you have to be physically present to reject order. Then you still have to call for a refund, you do all the work.",shipping,Adam,1,3,uk
You have to be careful of clothes it's coming from China it doesn't look like the pictures and the fabric is usually cheap. The electric apparel are very good I have never had any problems. You can find fabulous deals and good products.,user-experience,Solomon,4,1,us
"What more can You say!? Everything and anything You want or need in a touch of the mind! Convient and stress free! Win,win!!",user-experience,Lailat,4,0,us
"The app is very well laid out. I find it very easy to find exactly what I am looking for. My shopping from beginning to end is done in under a minute or 2. Amazon is my go to for just about everything strictly because of ease of use and expedience. The only area that I get frustrated with is trying to locate my subscriptions to streaming services. It is somewhat hidden, and you can't cancel a service from your phone. I find this to go against my usual customer experience with Amazon.",user-experience,Solomon,4,494,us
Last update was not helpfull. Unable to track updates properly. App does not sync with notifications.,user-experience,Lailat,3,1,us
love love love Amazon and the app works great.,user-experience,Adam,5,0,us
If you were reading this review considering on starting an Amazon account you are making the right choice. Amazon was the first and only place I have done online shopping at with minimal issues. I sign up on temu and right off the start nothing but issues. After I was done filling my cart and checking out everything was fine. The next day I come in to look when my items are going to be shipped and received and half of the stuff I ordered was not in my order. Avoid this company at all cost.,shipping,Solomon,5,3,us
"Search results for hardware is abysmal. I've been searching a lot lately for specialty fasteners and despite selecting ""US"" (SAE fractions) as a filter, I still get 75%+ of the results in metric sizes. What good is a filter if it's completely ignored?",user-experience,Solomon,3,1,us
"App is easy to use & I can find anything I need. 2 issues: reviews & filter. Most of the time, the reviews have NOTHING to do with the product I'm viewing. It's rediculous that Amazon can't attach the right reviews to the right product. I don't like throwing 💰 away on products of poor quality or don't work. Reviews are important. Filter includes items that are unrelated to the search. It's not that hard categorizing products and Amazon has been doing this long enough to get these right.",user-experience,Solomon,4,0,us
I would give it a 5 🌟 only reason is you can't contact the seller.So I give a 4 star on ebay you can contact them directly but here you can not.,customer-service,Lailat,4,1,us
"Recent updates have REMOVED the ability to change and select a different country/amazon site altogether from the Settings section of the app??? Why have you (amazon) decided to make this so difficult? After 2+ hours of research I now discover that you have to go to the phone's settings, then the apps section, find the amazon shopping app, storage section, clear both data and cache then open the app again and then log in to your amazon account (now defaults to country where phone is geo-located)!",user-experience,Adam,1,2,uk
Amazon is my best friend. I buy a lot of merchandise from Amazon. They are very committed to customer service quality. Amazon has fast and reliable service.,customer-service,Adam,5,0,us
1) App has too many video ads that automatically play and suck up data and battery. Better off using a browser with an ad blocker. 2) The search is consistently terrible. Google shopping does a better job. 3) Amazon shipping is now taking up to 3 weeks. They have literally sat on orders for 10 days before shipping. I now shop online predominantly elsewhere.,user-experience,Adam,1,44,uk
Learning how to make ends meet with your business experience in the kitchen and the only way you want to do . . This was the only way you could get the job done and you can get the best deal on your materials for the automobile business and the automobile insurance agency.,user-experience,Adam,4,0,us
"Amazon uses USPS and FedEx and UPS. Things get complicated when trying to get shipping status. Wait, it just got worse. They use DHL too! AMAZON IS A MIDDLE MAN NOW!",shipping,Solomon,1,20,us
This is an amazing website /app,user-experience,Adam,5,0,us
"Delivery is very bad, they delivered my laptop in wrong adress and not even ready to pay back my Money or arrange my laptop. Customer service telling they will improve their system but no response for my money",customer-service,Lailat,1,0,us
"After years of use and dozens of updates, the filter option still doesn't work as it should. If I'm trying to find an 80 to 100% cotton top and it gives me results with 100% acrylic shirts... it is wasting my time. If I wanted to do things the hard way, I could just waste that same time going to a brick and morter store to read every tag. If Google can do a search for exact terms using quotation marks, why can't Amazon?",user-experience,Ugochukz,3,200,us
always have what I want at a fair price. fast free delivery,shipping,Adam,5,0,us
"The app constantly freezes and crashes when I'm trying to look through different designs of things and save them especially if ive been on the app a couple of minutes, sometimes it want show the heart button to save things at all, everything loads slow on it no matter what you try or do, sometimes my saved list want let me scroll through my saved items, and when I change my profile photo it doesn't change. The updates are NOT fixing or stopping these issues at all and it's incredibly frustrating",user-experience,Ugochukz,1,303,us
"I use it all the time, I generally like it, and i built amazon into my routines, I have to give this review because they do not bill the default card on my account. they bill what appears to be the newest card on the list. This has resulted in much heart ache because the cards were there for very specific classes of purchases, I have to keep stuff separate. this results in extra fees and pain. I've called and chatted, no fix. will go back to 4 star likely when fixed. because it takes so long",customer-service,Ugochukz,1,75,us
I'm sick and tired of always finding something on a good price and you return there the next minutes it's not there anymore. Do better Amazon!,shipping,Lailat,1,1,us
"Please fix dark mode, I can't use the app properly in dark mode.",user-experience,Lailat,3,0,us
Starting to pay more shipping with Amazon lately.,shipping,Adam,4,0,us
"love shopping with amazon, good to browse and buy, quick and easy payments with saved cards, quick deliveries",user-experience,Solomon,5,0,us
"Cancelled my amazon prime membership, I will not be resubscribing until the ads policy on prime video has been removed, totally unacceptable.",user-experience,Lailat,1,4,us
"I like the Amazon app. Its a easy way to shop. I don't know why they don't have Alexa helping with the items that your looking for anymore, but I wish they would bring her back for shopping. Also, I wish they would put better items to buy on the home screen.",user-experience,Solomon,5,0,us
"While liking the app and most of it's features, I feel that the bar code reader need lots of work. I use it to compare prices when I shop B&M stores. when it works, It takes a while for it to focus. Moody of the time i give up in frustration. I've used the Walmart app for the same and as soon as it's near the barcode, I get the decoded info.",user-experience,Ugochukz,3,8,us
Amazon is hands down my favorite shopping spot.,user-experience,Adam,5,0,us
"Mostly cheap lower quality items mass produced in China. It's hard to find quality well known branded items. Amazon always pushes cheap knock-offs from unknown brands over the well known brands. I can't fault their logistics or ease of returns, they are the best out there for that, but the products they mainly sell are of inferior quality in my experience. They also pay little to no tax through various loop holes, which is an absolute joke for such a massive international company.",user-experience,Ugochukz,3,5,us
"the only thing I don't like is that it says available tomorrow to ship , and after you check out it says a different date .",shipping,Lailat,4,0,us
"App works almost as well as the desktop version, but the Search engine sucks on both, more so in the app. At least on the desktop version I can select multiple filters at once, whereas the app kicks you back to the list of results after each filter, even when you want to specify a sub-category. And it still shows tons of items completely unrelated to any of the words searched. AND FOR THE LOVE OF ALL THAT IS HOLY, LET ME SEE ONLY ITEMS SHIPPED FROM USA unless I decide I'm willing to wait.",user-experience,Ugochukz,3,2,us
الاوردر وصل متكسر وعملت طلب ارجاع محدش جي و مكتوب تم الاستلام!!!!!!! منصحش حد بالتعامل مع امازون مصر,shipping,Lailat,1,0,us
lots or items cannot be shipped to Doha,shipping,Lailat,3,0,us
What in the world happened to the app? I don't want to see influencers or videos. I liked it when it showed things similar to what I was shopping for. The actual products. Change it back.,user-experience,Lailat,2,1,us
"Customer service is trash. 2nd time I've been screwed by this company when buying something I needed for my photography business. First time, given a POS backdrop, didn't even fit the stand given. Got a credit for my account. Second time, ordered a lens filter and they said it was delivered and it was in fact not delivered. Told me it would be at least a week until the money was returned. That doesn't work for me. Canceled my prime subscription. Customer service said this happens way too often.",customer-service,Ugochukz,1,37,us
"My order disappeared, it was paid for and delayed shipping 3 times. Still waiting for my bedframe",shipping,Lailat,1,1,us
"A little glitchy here and there. It's a good app, but I don't like how it lags when you try and delete something from your wish list. It seems I have t restart the app every time it does that because it won't load properly. I mean the UI and navigation in this app are mostly great, but those few moments of frustration do happen, mostly involving the adding, creating, and deleting things from wish list.",user-experience,Solomon,4,47,us
I was happier then I thought I'll be do to a product pissen me off but turned out to be one of the best products I paid for kinda didn't want it but wanted it more. It played tricks on me showing up but adventually arrived at my door steps with no problems 😊. . ... it wasn't really that late,shipping,Solomon,5,0,us
always great,user-experience,Adam,5,0,us
ALWAYS NO DELIVERY TO MY AREA.I AM NOT ON MARS,shipping,Lailat,2,0,us
"Poorly designed app as it doesn't support landscape mode properly (and never has). Like most things Amazon lately, it's just getting worse and worse.",user-experience,Ugochukz,2,0,us
I really love the shipping provided on my recent orders. All items have arrived in a timely manner and in good condition.,shipping,Adam,5,0,us
"Hi all! I am updating my review and hoping to report a new suggestion for the Amazon app. I like the new set up of filters on the top bar when shopping because I use certain filters on everything I search to find the best quality items from trusted sellers. However, the ""category"" filter option is too far over. It should be one of the first shown in the row. In order to filter for only items shipped and sold by Amazon, I must first select the Category. Please move the Category filter over. Thx!☺",user-experience,Solomon,4,224,us
I have always had good luck with them in receiving my orders.,shipping,Adam,4,0,us
I always receive my things on schedule if there is a delay I am notified. I recieved everything I order if there's anything I am running out I am reminded incase I want to reorder I am notified what day I can get it delivered free I don't have any problems with my orders I don't understand why am I asked for this now I am not complaining. I am pleased with the service if I am not I wouldn't continue buying from Amazon. I think it's convenient.,shipping,Adam,4,0,uk
"Completely unacceptable. Recent updates add a ""search on Amazon"" suggestion to your long-tap popup context (the ""copy"" ""cut"" ""paste"" screen) which gets in the way and is IMPOSSIBLE to remove. This exists even when using other apps. Notes, web browser, document viewer, even texts. This is absolute malware behavior, and apps that perform unwanted functions like this cannot be trusted with your personal data. I will not be using this app until this is removed.",user-experience,Ugochukz,1,173,us
"Too expensive and doesn't always work properly..tik tok is cheaper and free shipping, no membership fee..",user-experience,Lailat,2,0,us
"I switched the default payment method and address to mine, but it keeps showing my mother's address 1000 miles away! This wouldn't be a problem if I could just switch the address and payment method afterwards, but you have to cancel the entire order and start it over if you need to change the address. Yikes! 3.5 stars.",customer-service,Adam,3,14,uk
Use this daily!,user-experience,Adam,5,0,us
I love Amazon shopping at home for everything doesn't play games courteous customer service.,customer-service,Lailat,4,0,us
"I wrote: Absolute rubbish. I cannot change anymore country and language. But, now I found how to do it. Just type in the search menu amazon of different country, e. g. Amazon. nl and it will ask you if you want to change to that country. Very intuitive, but we were used to to the old version.",user-experience,Solomon,5,11,us
"I enjoy the products and shopping but the UI is clunky and confusing. The search bar at the bottom? Really? Naturally (and psychologically) people look at the TOP of the screen first, not the bottom!!! And when I need to access my saved lists, it's now a side scroll instead of a downwards read through, you know... like an actual list should be instead of a ""run-on sentence"". Please Amazon app people. Fix this is clunky, un-astheticly pleasing to the eyes AND the brain, and it makes no sense.",user-experience,Ugochukz,3,91,us
It worked great until the new update. Once I updated this App it wont load anything all it shows is an error. Hopefully your support team can lmk what to do to fix this.,user-experience,Lailat,2,0,us
"Up until the last year or so I have loved this app. But recently it has gotten worse and worse to the point where it is almost unusable on my phone (Samsung Note 9). When I have to wait 2 minutes before I can add an item to my wishlist because it's frozen my entire phone you know it's just bad coding. I still have it 2 stars because when it does work it's a good app, but that doesn't happen often.",user-experience,Solomon,4,260,us
"I would give the Amazon app five stars. Howeve, it's missing 2 things. First, for it to be easily usable by everyone: Apps need visual accessibility features to offer different colour schemes and text sizes specific to the app. Phone settings are not sufficient and are an excuse to ignore a population segment out of laziness and indifference. Secondly, I would like a 'saved for later' search feature.",user-experience,Ugochukz,3,116,us
"Pretty decent overall. Intuitive user menus (that aren't search filter related). Biggest issue is that, for some reason, newer versions don't have a copy to clipboard option on Android. Why? When I want to share something, I don't want to go through apps. I want to copy a link.",user-experience,Solomon,4,3,us
"Always great prices and accurate with orders. I had actually cussed Amazon in 2 or 3 emails and phone calls over a package that said it was delivered, but I didn't get. About 2 days later i found the package on my patio table buried in the snow. I did email and apologize and thought I would make another public apology, again I'm sorry 😞",shipping,Adam,5,0,uk
"Stopped shopping with amazon for a while now, the app is useless and just stops loading after using it for a minute or two. The website compatibility is horrendous when using it on a mobile phone. Just given up now and might aswell cancel my Prime subscription too if I'm not shopping via these lot anymore.",user-experience,Lailat,1,1,us
"Cheaply outsourced. First, all of customer service was outsourced to people that don't understand and can't communicate in English. Now, it looks like the app development has been outsourced to a cheaper company, too. The Android app first changed to share only with email, text, and what's app (who uses what's app???) and you had to click ""more"" to get a direct link. Now , it doesn't even allow you to get a direct link so I can't share with other apps that Amazon ""doesn't approve of"" eyeroll...",customer-service,Adam,1,2,uk
Sometimes it can be difficult to find the brands your looking for. And also slow but most part okay,user-experience,Adam,4,0,uk
"They have everything, but all of the reviews are fake. Makes it hard to find actually good products. The new commercials on the streaming service make it completely unwatchable. Ultimate greed. They don't make enough money as it is? So now they're subjecting us to commercials. I refuse to watch.",user-experience,Ugochukz,2,7,us
"This is the SLOWEST app ive ever dealt with. It wasnt like that before but the past like year/ 2 years it takes so long just for things to load, & I have to click things multiple times. No other apps on my phone do this, only amazon shopping. Ive heard from other people it is slow for them too. Theres been multiple times ive gotten off the app and shopped elsewhere just because of how slow it is. It makes it very frustrating trying to shop. Other shopping apps are 10x faster and more efficient.",user-experience,Ugochukz,2,165,us
"Price keeps going up while the quality of items, customer service, and speed of delivery have gotten much worse. Every item shown in search is a cheap knockoff. Amazon policies are contradictory and constantly changing. The days of quick shipping and hassle free returns are gone",user-experience,Ugochukz,2,4,us
"I used to enjoy the app, had no issues, and used it often. I liked the app much better than their website, but now the app is unusable. It freezes/crashes every single time. If I go to look at product pictures or reviews, guaranteed freeze. If you can't look at items to purchase, check reviews, or browse more than 2 minutes, the app is pretty much useless.",user-experience,Ugochukz,1,121,us
Was a good shopping app and streaming service. But now the shipping has nothing but delays and misinformation. I don't know why we still get charged for prime when shipping is longer than ebay and ebay is free. There's no good shows anymore. Just not worth a penny anymore.,shipping,Solomon,1,0,us
Ohhhmygod why does the country setting move in every update!? This isn't the only thing that randomly moves. I get wanting to improve the app but give me a heads up before you move something that I use regularly. Maybe pop up a little tool tip saying what moved and where it is or something.,user-experience,Solomon,3,0,us
